230.022, 129.818, 8.335, 15.104 False
229.744, 129.814, 8.334, 15.137 False
229.466, 129.809, 8.334, 15.170 False
229.188, 129.804, 8.334, 15.203 False
228.911, 129.800, 8.335, 15.236 False
228.633, 129.795, 8.335, 15.269 False
228.355, 129.790, 8.335, 15.302 False
228.077, 129.786, 8.334, 15.335 False
227.799, 129.782, 8.334, 15.368 False
227.522, 129.777, 8.334, 15.401 False
227.244, 129.773, 8.334, 15.434 False
226.966, 129.768, 8.334, 15.467 False
226.688, 129.764, 8.334, 15.500 False
226.411, 129.760, 8.334, 15.533 False
226.133, 129.756, 8.334, 15.566 False
225.855, 129.752, 8.334, 15.599 False
225.577, 129.748, 8.334, 15.632 False
225.300, 129.744, 8.334, 15.665 False
225.022, 129.740, 8.334, 15.698 False
224.744, 129.736, 8.334, 15.731 False
224.466, 129.732, 8.334, 15.764 False
224.188, 129.728, 8.334, 15.797 False
223.911, 129.724, 8.334, 15.830 False
223.633, 129.721, 8.334, 15.863 False
223.355, 129.717, 8.334, 15.896 False
223.077, 129.713, 8.334, 15.929 False
222.800, 129.710, 8.334, 15.962 False
222.522, 129.706, 8.334, 15.995 False
222.244, 129.703, 8.334, 16.028 False
221.966, 129.699, 8.334, 16.061 False
221.688, 129.696, 8.334, 16.094 False
221.411, 129.693, 8.334, 16.127 False
221.133, 129.689, 8.334, 16.160 False
220.855, 129.686, 8.334, 16.193 False
220.577, 129.683, 8.334, 16.226 False
220.300, 129.680, 8.334, 16.259 False
220.022, 129.676, 8.334, 16.292 False
219.744, 129.673, 8.334, 16.325 False
219.466, 129.670, 8.334, 16.358 False
219.188, 129.667, 8.334, 16.391 False
218.911, 129.664, 8.334, 16.424 False
218.633, 129.661, 8.334, 16.457 False
218.355, 129.658, 8.334, 16.490 False
218.077, 129.656, 8.334, 16.523 False
217.800, 129.653, 8.334, 16.556 False
217.522, 129.650, 8.334, 16.589 False
217.244, 129.647, 8.334, 16.622 False
216.966, 129.644, 8.334, 16.655 False
216.689, 129.642, 8.334, 16.688 False
216.411, 129.639, 8.334, 16.721 False
216.133, 129.636, 8.334, 16.754 False
215.855, 129.634, 8.333, 16.787 False
215.577, 129.631, 8.333, 16.820 False
215.300, 129.629, 8.333, 16.853 False
215.022, 129.626, 8.333, 16.886 False
214.744, 129.624, 8.333, 16.919 False
214.466, 129.621, 8.333, 16.952 False
214.189, 129.619, 8.333, 16.985 False
213.911, 129.617, 8.333, 17.018 False
213.633, 129.614, 8.333, 17.051 False
213.355, 129.612, 8.333, 17.084 False
213.077, 129.610, 8.333, 17.117 False
212.800, 129.608, 8.333, 17.150 False
212.522, 129.606, 8.333, 17.183 False
212.244, 129.603, 8.333, 17.216 False
211.966, 129.601, 8.333, 17.249 False
211.689, 129.599, 8.333, 17.282 False
211.411, 129.597, 8.333, 17.315 False
211.133, 129.595, 8.333, 17.348 False
210.855, 129.593, 8.333, 17.381 False
210.577, 129.591, 8.333, 17.414 False
210.300, 129.589, 8.333, 17.447 False
210.022, 129.587, 8.333, 17.480 False
